"","bigram","bigram_position","word"
"45283","re","12","amplificadores"
"45284","es","13","amplificadores"
"45285","am","1","amplificamos"
"45286","mp","2","amplificamos"
"45287","pl","3","amplificamos"
"45288","li","4","amplificamos"
"45289","if","5","amplificamos"
"45290","fi","6","amplificamos"
"45291","ic","7","amplificamos"
"45292","ca","8","amplificamos"
"45293","am","9","amplificamos"
"45294","mo","10","amplificamos"
"45295","os","11","amplificamos"
"45296","am","1","amplifican"
"45297","mp","2","amplifican"
"45298","pl","3","amplifican"
"45299","li","4","amplifican"
"45300","if","5","amplifican"
"45301","fi","6","amplifican"
"45302","ic","7","amplifican"
"45303","ca","8","amplifican"
"45304","an","9","amplifican"
"45305","am","1","amplificando"
"45306","mp","2","amplificando"
"45307","pl","3","amplificando"
"45308","li","4","amplificando"
"45309","if","5","amplificando"
"45310","fi","6","amplificando"
"45311","ic","7","amplificando"
"45312","ca","8","amplificando"
"45313","an","9","amplificando"
"45314","nd","10","amplificando"
"45315","do","11","amplificando"
"45316","am","1","amplificar"
"45317","mp","2","amplificar"
"45318","pl","3","amplificar"
"45319","li","4","amplificar"
"45320","if","5","amplificar"
"45321","fi","6","amplificar"
"45322","ic","7","amplificar"
"45323","ca","8","amplificar"
"45324","ar","9","amplificar"
"45325","am","1","amplificarla"
"45326","mp","2","amplificarla"
"45327","pl","3","amplificarla"
"45328","li","4","amplificarla"
"45329","if","5","amplificarla"
"45330","fi","6","amplificarla"
"45331","ic","7","amplificarla"
"45332","ca","8","amplificarla"
"45333","ar","9","amplificarla"
"45334","rl","10","amplificarla"
"45335","la","11","amplificarla"
"45336","am","1","amplificarse"
"45337","mp","2","amplificarse"
"45338","pl","3","amplificarse"
"45339","li","4","amplificarse"
"45340","if","5","amplificarse"
"45341","fi","6","amplificarse"
"45342","ic","7","amplificarse"
"45343","ca","8","amplificarse"
"45344","ar","9","amplificarse"
"45345","rs","10","amplificarse"
"45346","se","11","amplificarse"
"45347","am","1","amplificas"
"45348","mp","2","amplificas"
"45349","pl","3","amplificas"
"45350","li","4","amplificas"
"45351","if","5","amplificas"
"45352","fi","6","amplificas"
"45353","ic","7","amplificas"
"45354","ca","8","amplificas"
"45355","as","9","amplificas"
"45356","am","1","amplificó"
"45357","mp","2","amplificó"
"45358","pl","3","amplificó"
"45359","li","4","amplificó"
"45360","if","5","amplificó"
"45361","fi","6","amplificó"
"45362","ic","7","amplificó"
"45363","có","8","amplificó"
"45364","am","1","amplio"
"45365","mp","2","amplio"
"45366","pl","3","amplio"
"45367","li","4","amplio"
"45368","io","5","amplio"
"45369","am","1","amplió"
"45370","mp","2","amplió"
"45371","pl","3","amplió"
"45372","li","4","amplió"
"45373","ió","5","amplió"
"45374","am","1","amplios"
"45375","mp","2","amplios"
"45376","pl","3","amplios"
"45377","li","4","amplios"
"45378","io","5","amplios"
"45379","os","6","amplios"
"45380","am","1","amplitud"
"45381","mp","2","amplitud"
"45382","pl","3","amplitud"
"45383","li","4","amplitud"
"45384","it","5","amplitud"
"45385","tu","6","amplitud"
"45386","ud","7","amplitud"
"45387","am","1","ampolla"
"45388","mp","2","ampolla"
"45389","po","3","ampolla"
"45390","ol","4","ampolla"
"45391","ll","5","ampolla"
"45392","la","6","ampolla"
"45393","am","1","ampollas"
"45394","mp","2","ampollas"
"45395","po","3","ampollas"
"45396","ol","4","ampollas"
"45397","ll","5","ampollas"
"45398","la","6","ampollas"
"45399","as","7","ampollas"
"45400","am","1","ampolleta"
"45401","mp","2","ampolleta"
"45402","po","3","ampolleta"
"45403","ol","4","ampolleta"
"45404","ll","5","ampolleta"
"45405","le","6","ampolleta"
"45406","et","7","ampolleta"
"45407","ta","8","ampolleta"
"45408","am","1","amputa"
"45409","mp","2","amputa"
"45410","pu","3","amputa"
"45411","ut","4","amputa"
"45412","ta","5","amputa"
"45413","am","1","amputación"
"45414","mp","2","amputación"
"45415","pu","3","amputación"
"45416","ut","4","amputación"
"45417","ta","5","amputación"
"45418","ac","6","amputación"
"45419","ci","7","amputación"
"45420","ió","8","amputación"
"45421","ón","9","amputación"
"45422","am","1","amputaciones"
"45423","mp","2","amputaciones"
"45424","pu","3","amputaciones"
"45425","ut","4","amputaciones"
"45426","ta","5","amputaciones"
"45427","ac","6","amputaciones"
"45428","ci","7","amputaciones"
"45429","io","8","amputaciones"
"45430","on","9","amputaciones"
"45431","ne","10","amputaciones"
"45432","es","11","amputaciones"
"45433","am","1","amputada"
"45434","mp","2","amputada"
"45435","pu","3","amputada"
"45436","ut","4","amputada"
"45437","ta","5","amputada"
"45438","ad","6","amputada"
"45439","da","7","amputada"
"45440","am","1","amputadas"
"45441","mp","2","amputadas"
"45442","pu","3","amputadas"
"45443","ut","4","amputadas"
"45444","ta","5","amputadas"
"45445","ad","6","amputadas"
"45446","da","7","amputadas"
"45447","as","8","amputadas"
"45448","am","1","amputado"
"45449","mp","2","amputado"
"45450","pu","3","amputado"
"45451","ut","4","amputado"
"45452","ta","5","amputado"
"45453","ad","6","amputado"
"45454","do","7","amputado"
"45455","am","1","amputados"
"45456","mp","2","amputados"
"45457","pu","3","amputados"
"45458","ut","4","amputados"
"45459","ta","5","amputados"
"45460","ad","6","amputados"
"45461","do","7","amputados"
"45462","os","8","amputados"
"45463","am","1","amputamos"
"45464","mp","2","amputamos"
"45465","pu","3","amputamos"
"45466","ut","4","amputamos"
"45467","ta","5","amputamos"
"45468","am","6","amputamos"
"45469","mo","7","amputamos"
"45470","os","8","amputamos"
"45471","am","1","amputan"
"45472","mp","2","amputan"
"45473","pu","3","amputan"
"45474","ut","4","amputan"
"45475","ta","5","amputan"
"45476","an","6","amputan"
"45477","am","1","amputar"
"45478","mp","2","amputar"
"45479","pu","3","amputar"
"45480","ut","4","amputar"
"45481","ta","5","amputar"
"45482","ar","6","amputar"
"45483","am","1","amputara"
"45484","mp","2","amputara"
"45485","pu","3","amputara"
"45486","ut","4","amputara"
"45487","ta","5","amputara"
"45488","ar","6","amputara"
"45489","ra","7","amputara"
"45490","am","1","amputará"
"45491","mp","2","amputará"
"45492","pu","3","amputará"
"45493","ut","4","amputará"
"45494","ta","5","amputará"
"45495","ar","6","amputará"
"45496","rá","7","amputará"
"45497","am","1","amputarla"
"45498","mp","2","amputarla"
"45499","pu","3","amputarla"
"45500","ut","4","amputarla"
"45501","ta","5","amputarla"
"45502","ar","6","amputarla"
"45503","rl","7","amputarla"
"45504","la","8","amputarla"
"45505","am","1","amputarle"
"45506","mp","2","amputarle"
"45507","pu","3","amputarle"
"45508","ut","4","amputarle"
"45509","ta","5","amputarle"
"45510","ar","6","amputarle"
"45511","rl","7","amputarle"
"45512","le","8","amputarle"
"45513","am","1","amputarles"
"45514","mp","2","amputarles"
"45515","pu","3","amputarles"
"45516","ut","4","amputarles"
"45517","ta","5","amputarles"
"45518","ar","6","amputarles"
"45519","rl","7","amputarles"
"45520","le","8","amputarles"
"45521","es","9","amputarles"
"45522","am","1","amputaron"
"45523","mp","2","amputaron"
"45524","pu","3","amputaron"
"45525","ut","4","amputaron"
"45526","ta","5","amputaron"
"45527","ar","6","amputaron"
"45528","ro","7","amputaron"
"45529","on","8","amputaron"
"45530","am","1","ampute"
"45531","mp","2","ampute"
"45532","pu","3","ampute"
"45533","ut","4","ampute"
"45534","te","5","ampute"
"45535","am","1","amputen"
"45536","mp","2","amputen"
"45537","pu","3","amputen"
"45538","ut","4","amputen"
"45539","te","5","amputen"
"45540","en","6","amputen"
"45541","am","1","amputó"
"45542","mp","2","amputó"
"45543","pu","3","amputó"
"45544","ut","4","amputó"
"45545","tó","5","amputó"
"45546","am","1","amsterdan"
"45547","ms","2","amsterdan"
"45548","st","3","amsterdan"
"45549","te","4","amsterdan"
"45550","er","5","amsterdan"
"45551","rd","6","amsterdan"
"45552","da","7","amsterdan"
"45553","an","8","amsterdan"
"45554","am","1","amueblada"
"45555","mu","2","amueblada"
"45556","ue","3","amueblada"
"45557","eb","4","amueblada"
"45558","bl","5","amueblada"
"45559","la","6","amueblada"
"45560","ad","7","amueblada"
"45561","da","8","amueblada"
"45562","am","1","amueblado"
"45563","mu","2","amueblado"
"45564","ue","3","amueblado"
"45565","eb","4","amueblado"
"45566","bl","5","amueblado"
"45567","la","6","amueblado"
"45568","ad","7","amueblado"
"45569","do","8","amueblado"
"45570","am","1","amueblados"
"45571","mu","2","amueblados"
"45572","ue","3","amueblados"
"45573","eb","4","amueblados"
"45574","bl","5","amueblados"
"45575","la","6","amueblados"
"45576","ad","7","amueblados"
"45577","do","8","amueblados"
"45578","os","9","amueblados"
"45579","am","1","amueblar"
"45580","mu","2","amueblar"
"45581","ue","3","amueblar"
"45582","eb","4","amueblar"
"45583","bl","5","amueblar"
"45584","la","6","amueblar"
"45585","ar","7","amueblar"
"45586","am","1","amuleto"
"45587","mu","2","amuleto"
"45588","ul","3","amuleto"
"45589","le","4","amuleto"
"45590","et","5","amuleto"
"45591","to","6","amuleto"
"45592","am","1","amuletos"
"45593","mu","2","amuletos"
"45594","ul","3","amuletos"
"45595","le","4","amuletos"
"45596","et","5","amuletos"
"45597","to","6","amuletos"
"45598","os","7","amuletos"
"45599","am","1","amurallada"
"45600","mu","2","amurallada"
"45601","ur","3","amurallada"
"45602","ra","4","amurallada"
"45603","al","5","amurallada"
"45604","ll","6","amurallada"
"45605","la","7","amurallada"
"45606","ad","8","amurallada"
"45607","da","9","amurallada"
"45608","am","1","amurallado"
"45609","mu","2","amurallado"
"45610","ur","3","amurallado"
"45611","ra","4","amurallado"
"45612","al","5","amurallado"
"45613","ll","6","amurallado"
"45614","la","7","amurallado"
"45615","ad","8","amurallado"
"45616","do","9","amurallado"
"45617","an","1","ana"
"45618","na","2","ana"
"45619","an","1","anabólico"
"45620","na","2","anabólico"
"45621","ab","3","anabólico"
"45622","bó","4","anabólico"
"45623","ól","5","anabólico"
"45624","li","6","anabólico"
"45625","ic","7","anabólico"
"45626","co","8","anabólico"
"45627","an","1","anabólicos"
"45628","na","2","anabólicos"
"45629","ab","3","anabólicos"
"45630","bó","4","anabólicos"
"45631","ól","5","anabólicos"
"45632","li","6","anabólicos"
"45633","ic","7","anabólicos"
"45634","co","8","anabólicos"
"45635","os","9","anabólicos"
"45636","an","1","anacardo"
"45637","na","2","anacardo"
"45638","ac","3","anacardo"
"45639","ca","4","anacardo"
"45640","ar","5","anacardo"
"45641","rd","6","anacardo"
"45642","do","7","anacardo"
"45643","an","1","anacardos"
"45644","na","2","anacardos"
"45645","ac","3","anacardos"
"45646","ca","4","anacardos"
"45647","ar","5","anacardos"
"45648","rd","6","anacardos"
"45649","do","7","anacardos"
"45650","os","8","anacardos"
"45651","an","1","anaconda"
"45652","na","2","anaconda"
"45653","ac","3","anaconda"
"45654","co","4","anaconda"
"45655","on","5","anaconda"
"45656","nd","6","anaconda"
"45657","da","7","anaconda"
"45658","an","1","anacondas"
"45659","na","2","anacondas"
"45660","ac","3","anacondas"
"45661","co","4","anacondas"
"45662","on","5","anacondas"
"45663","nd","6","anacondas"
"45664","da","7","anacondas"
"45665","as","8","anacondas"
"45666","an","1","anaerobias"
"45667","na","2","anaerobias"
"45668","ae","3","anaerobias"
"45669","er","4","anaerobias"
"45670","ro","5","anaerobias"
"45671","ob","6","anaerobias"
"45672","bi","7","anaerobias"
"45673","ia","8","anaerobias"
"45674","as","9","anaerobias"
"45675","an","1","anaeróbica"
"45676","na","2","anaeróbica"
"45677","ae","3","anaeróbica"
"45678","er","4","anaeróbica"
"45679","ró","5","anaeróbica"
"45680","ób","6","anaeróbica"
"45681","bi","7","anaeróbica"
"45682","ic","8","anaeróbica"
"45683","ca","9","anaeróbica"
"45684","an","1","anaeróbico"
"45685","na","2","anaeróbico"
"45686","ae","3","anaeróbico"
"45687","er","4","anaeróbico"
"45688","ró","5","anaeróbico"
"45689","ób","6","anaeróbico"
"45690","bi","7","anaeróbico"
"45691","ic","8","anaeróbico"
"45692","co","9","anaeróbico"
"45693","an","1","anaeróbicos"
"45694","na","2","anaeróbicos"
"45695","ae","3","anaeróbicos"
"45696","er","4","anaeróbicos"
"45697","ró","5","anaeróbicos"
"45698","ób","6","anaeróbicos"
"45699","bi","7","anaeróbicos"
"45700","ic","8","anaeróbicos"
"45701","co","9","anaeróbicos"
"45702","os","10","anaeróbicos"
"45703","an","1","anafase"
"45704","na","2","anafase"
"45705","af","3","anafase"
"45706","fa","4","anafase"
"45707","as","5","anafase"
"45708","se","6","anafase"
"45709","an","1","anafiláctica"
"45710","na","2","anafiláctica"
"45711","af","3","anafiláctica"
"45712","fi","4","anafiláctica"
"45713","il","5","anafiláctica"
"45714","lá","6","anafiláctica"
"45715","ác","7","anafiláctica"
"45716","ct","8","anafiláctica"
"45717","ti","9","anafiláctica"
"45718","ic","10","anafiláctica"
"45719","ca","11","anafiláctica"
"45720","an","1","anafiláctico"
"45721","na","2","anafiláctico"
"45722","af","3","anafiláctico"
"45723","fi","4","anafiláctico"
"45724","il","5","anafiláctico"
"45725","lá","6","anafiláctico"
"45726","ác","7","anafiláctico"
"45727","ct","8","anafiláctico"
"45728","ti","9","anafiláctico"
"45729","ic","10","anafiláctico"
"45730","co","11","anafiláctico"
"45731","an","1","anafilaxia"
"45732","na","2","anafilaxia"
"45733","af","3","anafilaxia"
"45734","fi","4","anafilaxia"
"45735","il","5","anafilaxia"
"45736","la","6","anafilaxia"
"45737","ax","7","anafilaxia"
"45738","xi","8","anafilaxia"
"45739","ia","9","anafilaxia"
"45740","an","1","anafilaxis"
"45741","na","2","anafilaxis"
"45742","af","3","anafilaxis"
"45743","fi","4","anafilaxis"
"45744","il","5","anafilaxis"
"45745","la","6","anafilaxis"
"45746","ax","7","anafilaxis"
"45747","xi","8","anafilaxis"
"45748","is","9","anafilaxis"
"45749","an","1","anagrama"
"45750","na","2","anagrama"
"45751","ag","3","anagrama"
"45752","gr","4","anagrama"
"45753","ra","5","anagrama"
"45754","am","6","anagrama"
"45755","ma","7","anagrama"
"45756","an","1","anagramas"
"45757","na","2","anagramas"
"45758","ag","3","anagramas"
"45759","gr","4","anagramas"
"45760","ra","5","anagramas"
"45761","am","6","anagramas"
"45762","ma","7","anagramas"
"45763","as","8","anagramas"
"45764","an","1","anal"
"45765","na","2","anal"
"45766","al","3","anal"
"45767","an","1","anales"
"45768","na","2","anales"
"45769","al","3","anales"
"45770","le","4","anales"
"45771","es","5","anales"
"45772","an","1","analfabeta"
"45773","na","2","analfabeta"
"45774","al","3","analfabeta"
"45775","lf","4","analfabeta"
"45776","fa","5","analfabeta"
"45777","ab","6","analfabeta"
"45778","be","7","analfabeta"
"45779","et","8","analfabeta"
"45780","ta","9","analfabeta"
"45781","an","1","analfabetismo"
"45782","na","2","analfabetismo"
"45783","al","3","analfabetismo"
"45784","lf","4","analfabetismo"
"45785","fa","5","analfabetismo"
"45786","ab","6","analfabetismo"
"45787","be","7","analfabetismo"
"45788","et","8","analfabetismo"
"45789","ti","9","analfabetismo"
"45790","is","10","analfabetismo"
"45791","sm","11","analfabetismo"
"45792","mo","12","analfabetismo"
"45793","an","1","analfabeto"
"45794","na","2","analfabeto"
"45795","al","3","analfabeto"
"45796","lf","4","analfabeto"
"45797","fa","5","analfabeto"
"45798","ab","6","analfabeto"
"45799","be","7","analfabeto"
"45800","et","8","analfabeto"
"45801","to","9","analfabeto"
"45802","an","1","analfabetos"
"45803","na","2","analfabetos"
"45804","al","3","analfabetos"
"45805","lf","4","analfabetos"
"45806","fa","5","analfabetos"
"45807","ab","6","analfabetos"
"45808","be","7","analfabetos"
"45809","et","8","analfabetos"
"45810","to","9","analfabetos"
"45811","os","10","analfabetos"
"45812","an","1","analgésica"
"45813","na","2","analgésica"
"45814","al","3","analgésica"
"45815","lg","4","analgésica"
"45816","gé","5","analgésica"
"45817","és","6","analgésica"
"45818","si","7","analgésica"
"45819","ic","8","analgésica"
"45820","ca","9","analgésica"
"45821","an","1","analgésico"
"45822","na","2","analgésico"
"45823","al","3","analgésico"
"45824","lg","4","analgésico"
"45825","gé","5","analgésico"
"45826","és","6","analgésico"
"45827","si","7","analgésico"
"45828","ic","8","analgésico"
"45829","co","9","analgésico"
"45830","an","1","analgésicos"
"45831","na","2","analgésicos"
"45832","al","3","analgésicos"
"45833","lg","4","analgésicos"
"45834","gé","5","analgésicos"
"45835","és","6","analgésicos"
"45836","si","7","analgésicos"
"45837","ic","8","analgésicos"
"45838","co","9","analgésicos"
"45839","os","10","analgésicos"
"45840","an","1","analice"
"45841","na","2","analice"
"45842","al","3","analice"
"45843","li","4","analice"
"45844","ic","5","analice"
"45845","ce","6","analice"
"45846","an","1","analicé"
"45847","na","2","analicé"
"45848","al","3","analicé"
"45849","li","4","analicé"
"45850","ic","5","analicé"
"45851","cé","6","analicé"
"45852","an","1","analícelo"
"45853","na","2","analícelo"
"45854","al","3","analícelo"
"45855","lí","4","analícelo"
"45856","íc","5","analícelo"
"45857","ce","6","analícelo"
"45858","el","7","analícelo"
"45859","lo","8","analícelo"
"45860","an","1","analicemos"
"45861","na","2","analicemos"
"45862","al","3","analicemos"
"45863","li","4","analicemos"
"45864","ic","5","analicemos"
"45865","ce","6","analicemos"
"45866","em","7","analicemos"
"45867","mo","8","analicemos"
"45868","os","9","analicemos"
"45869","an","1","analicémoslo"
"45870","na","2","analicémoslo"
"45871","al","3","analicémoslo"
"45872","li","4","analicémoslo"
"45873","ic","5","analicémoslo"
"45874","cé","6","analicémoslo"
"45875","ém","7","analicémoslo"
"45876","mo","8","analicémoslo"
"45877","os","9","analicémoslo"
"45878","sl","10","analicémoslo"
"45879","lo","11","analicémoslo"
"45880","an","1","analicen"
"45881","na","2","analicen"
"45882","al","3","analicen"
"45883","li","4","analicen"
"45884","ic","5","analicen"
"45885","ce","6","analicen"
"45886","en","7","analicen"
"45887","an","1","analices"
"45888","na","2","analices"
"45889","al","3","analices"
"45890","li","4","analices"
"45891","ic","5","analices"
"45892","ce","6","analices"
"45893","es","7","analices"
"45894","an","1","análisis"
"45895","ná","2","análisis"
"45896","ál","3","análisis"
"45897","li","4","análisis"
"45898","is","5","análisis"
"45899","si","6","análisis"
"45900","is","7","análisis"
"45901","an","1","analista"
"45902","na","2","analista"
"45903","al","3","analista"
"45904","li","4","analista"
"45905","is","5","analista"
"45906","st","6","analista"
"45907","ta","7","analista"
"45908","an","1","analistas"
"45909","na","2","analistas"
"45910","al","3","analistas"
"45911","li","4","analistas"
"45912","is","5","analistas"
"45913","st","6","analistas"
"45914","ta","7","analistas"
"45915","as","8","analistas"
"45916","an","1","analítica"
"45917","na","2","analítica"
"45918","al","3","analítica"
"45919","lí","4","analítica"
"45920","ít","5","analítica"
"45921","ti","6","analítica"
"45922","ic","7","analítica"
"45923","ca","8","analítica"
"45924","an","1","analítico"
"45925","na","2","analítico"
"45926","al","3","analítico"
"45927","lí","4","analítico"
"45928","ít","5","analítico"
"45929","ti","6","analítico"
"45930","ic","7","analítico"
"45931","co","8","analítico"
"45932","an","1","analíticos"
"45933","na","2","analíticos"
"45934","al","3","analíticos"
"45935","lí","4","analíticos"
"45936","ít","5","analíticos"
"45937","ti","6","analíticos"
"45938","ic","7","analíticos"
"45939","co","8","analíticos"
"45940","os","9","analíticos"
"45941","an","1","analiza"
"45942","na","2","analiza"
"45943","al","3","analiza"
"45944","li","4","analiza"
"45945","iz","5","analiza"
"45946","za","6","analiza"
"45947","an","1","analizaba"
"45948","na","2","analizaba"
"45949","al","3","analizaba"
"45950","li","4","analizaba"
"45951","iz","5","analizaba"
"45952","za","6","analizaba"
"45953","ab","7","analizaba"
"45954","ba","8","analizaba"
"45955","an","1","analizabas"
"45956","na","2","analizabas"
"45957","al","3","analizabas"
"45958","li","4","analizabas"
"45959","iz","5","analizabas"
"45960","za","6","analizabas"
"45961","ab","7","analizabas"
"45962","ba","8","analizabas"
"45963","as","9","analizabas"
"45964","an","1","analizada"
"45965","na","2","analizada"
"45966","al","3","analizada"
"45967","li","4","analizada"
"45968","iz","5","analizada"
"45969","za","6","analizada"
"45970","ad","7","analizada"
"45971","da","8","analizada"
"45972","an","1","analizadas"
"45973","na","2","analizadas"
"45974","al","3","analizadas"
"45975","li","4","analizadas"
"45976","iz","5","analizadas"
"45977","za","6","analizadas"
"45978","ad","7","analizadas"
"45979","da","8","analizadas"
"45980","as","9","analizadas"
"45981","an","1","analizado"
"45982","na","2","analizado"
"45983","al","3","analizado"
"45984","li","4","analizado"
"45985","iz","5","analizado"
"45986","za","6","analizado"
"45987","ad","7","analizado"
"45988","do","8","analizado"
"45989","an","1","analizador"
"45990","na","2","analizador"
"45991","al","3","analizador"
"45992","li","4","analizador"
"45993","iz","5","analizador"
"45994","za","6","analizador"
"45995","ad","7","analizador"
"45996","do","8","analizador"
"45997","or","9","analizador"
"45998","an","1","analizados"
"45999","na","2","analizados"
"46000","al","3","analizados"
"46001","li","4","analizados"
"46002","iz","5","analizados"
"46003","za","6","analizados"
"46004","ad","7","analizados"
"46005","do","8","analizados"
"46006","os","9","analizados"
"46007","an","1","analízala"
"46008","na","2","analízala"
"46009","al","3","analízala"
"46010","lí","4","analízala"
"46011","íz","5","analízala"
"46012","za","6","analízala"
"46013","al","7","analízala"
"46014","la","8","analízala"
"46015","an","1","analízalo"
"46016","na","2","analízalo"
"46017","al","3","analízalo"
"46018","lí","4","analízalo"
"46019","íz","5","analízalo"
"46020","za","6","analízalo"
"46021","al","7","analízalo"
"46022","lo","8","analízalo"
"46023","an","1","analízame"
"46024","na","2","analízame"
"46025","al","3","analízame"
"46026","lí","4","analízame"
"46027","íz","5","analízame"
"46028","za","6","analízame"
"46029","am","7","analízame"
"46030","me","8","analízame"
"46031","an","1","analizamos"
"46032","na","2","analizamos"
"46033","al","3","analizamos"
"46034","li","4","analizamos"
"46035","iz","5","analizamos"
"46036","za","6","analizamos"
"46037","am","7","analizamos"
"46038","mo","8","analizamos"
"46039","os","9","analizamos"
"46040","an","1","analizan"
"46041","na","2","analizan"
"46042","al","3","analizan"
"46043","li","4","analizan"
"46044","iz","5","analizan"
"46045","za","6","analizan"
"46046","an","7","analizan"
"46047","an","1","analizando"
"46048","na","2","analizando"
"46049","al","3","analizando"
"46050","li","4","analizando"
"46051","iz","5","analizando"
"46052","za","6","analizando"
"46053","an","7","analizando"
"46054","nd","8","analizando"
"46055","do","9","analizando"
"46056","an","1","analizándola"
"46057","na","2","analizándola"
"46058","al","3","analizándola"
"46059","li","4","analizándola"
"46060","iz","5","analizándola"
"46061","zá","6","analizándola"
"46062","án","7","analizándola"
"46063","nd","8","analizándola"
"46064","do","9","analizándola"
"46065","ol","10","analizándola"
"46066","la","11","analizándola"
"46067","an","1","analizándolo"
"46068","na","2","analizándolo"
"46069","al","3","analizándolo"
"46070","li","4","analizándolo"
"46071","iz","5","analizándolo"
"46072","zá","6","analizándolo"
"46073","án","7","analizándolo"
"46074","nd","8","analizándolo"
"46075","do","9","analizándolo"
"46076","ol","10","analizándolo"
"46077","lo","11","analizándolo"
"46078","an","1","analizar"
"46079","na","2","analizar"
"46080","al","3","analizar"
"46081","li","4","analizar"
"46082","iz","5","analizar"
"46083","za","6","analizar"
"46084","ar","7","analizar"
"46085","an","1","analizara"
"46086","na","2","analizara"
"46087","al","3","analizara"
"46088","li","4","analizara"
"46089","iz","5","analizara"
"46090","za","6","analizara"
"46091","ar","7","analizara"
"46092","ra","8","analizara"
"46093","an","1","analizará"
"46094","na","2","analizará"
"46095","al","3","analizará"
"46096","li","4","analizará"
"46097","iz","5","analizará"
"46098","za","6","analizará"
"46099","ar","7","analizará"
"46100","rá","8","analizará"
"46101","an","1","analizaran"
"46102","na","2","analizaran"
"46103","al","3","analizaran"
"46104","li","4","analizaran"
"46105","iz","5","analizaran"
"46106","za","6","analizaran"
"46107","ar","7","analizaran"
"46108","ra","8","analizaran"
"46109","an","9","analizaran"
"46110","an","1","analizarán"
"46111","na","2","analizarán"
"46112","al","3","analizarán"
"46113","li","4","analizarán"
"46114","iz","5","analizarán"
"46115","za","6","analizarán"
"46116","ar","7","analizarán"
"46117","rá","8","analizarán"
"46118","án","9","analizarán"
"46119","an","1","analizaras"
"46120","na","2","analizaras"
"46121","al","3","analizaras"
"46122","li","4","analizaras"
"46123","iz","5","analizaras"
"46124","za","6","analizaras"
"46125","ar","7","analizaras"
"46126","ra","8","analizaras"
"46127","as","9","analizaras"
"46128","an","1","analizaré"
"46129","na","2","analizaré"
"46130","al","3","analizaré"
"46131","li","4","analizaré"
"46132","iz","5","analizaré"
"46133","za","6","analizaré"
"46134","ar","7","analizaré"
"46135","ré","8","analizaré"
"46136","an","1","analizaremos"
"46137","na","2","analizaremos"
"46138","al","3","analizaremos"
"46139","li","4","analizaremos"
"46140","iz","5","analizaremos"
"46141","za","6","analizaremos"
"46142","ar","7","analizaremos"
"46143","re","8","analizaremos"
"46144","em","9","analizaremos"
"46145","mo","10","analizaremos"
"46146","os","11","analizaremos"
"46147","an","1","analizarla"
"46148","na","2","analizarla"
"46149","al","3","analizarla"
"46150","li","4","analizarla"
"46151","iz","5","analizarla"
"46152","za","6","analizarla"
"46153","ar","7","analizarla"
"46154","rl","8","analizarla"
"46155","la","9","analizarla"
"46156","an","1","analizarlas"
"46157","na","2","analizarlas"
"46158","al","3","analizarlas"
"46159","li","4","analizarlas"
"46160","iz","5","analizarlas"
"46161","za","6","analizarlas"
"46162","ar","7","analizarlas"
"46163","rl","8","analizarlas"
"46164","la","9","analizarlas"
"46165","as","10","analizarlas"
"46166","an","1","analizarle"
"46167","na","2","analizarle"
"46168","al","3","analizarle"
"46169","li","4","analizarle"
"46170","iz","5","analizarle"
"46171","za","6","analizarle"
"46172","ar","7","analizarle"
"46173","rl","8","analizarle"
"46174","le","9","analizarle"
"46175","an","1","analizarlo"
"46176","na","2","analizarlo"
"46177","al","3","analizarlo"
"46178","li","4","analizarlo"
"46179","iz","5","analizarlo"
"46180","za","6","analizarlo"
"46181","ar","7","analizarlo"
"46182","rl","8","analizarlo"
"46183","lo","9","analizarlo"
"46184","an","1","analizarlos"
"46185","na","2","analizarlos"
"46186","al","3","analizarlos"
"46187","li","4","analizarlos"
"46188","iz","5","analizarlos"
"46189","za","6","analizarlos"
"46190","ar","7","analizarlos"
"46191","rl","8","analizarlos"
"46192","lo","9","analizarlos"
"46193","os","10","analizarlos"
"46194","an","1","analizarme"
"46195","na","2","analizarme"
"46196","al","3","analizarme"
"46197","li","4","analizarme"
"46198","iz","5","analizarme"
"46199","za","6","analizarme"
"46200","ar","7","analizarme"
"46201","rm","8","analizarme"
"46202","me","9","analizarme"
"46203","an","1","analizarnos"
"46204","na","2","analizarnos"
"46205","al","3","analizarnos"
"46206","li","4","analizarnos"
"46207","iz","5","analizarnos"
"46208","za","6","analizarnos"
"46209","ar","7","analizarnos"
"46210","rn","8","analizarnos"
"46211","no","9","analizarnos"
"46212","os","10","analizarnos"
"46213","an","1","analizaron"
"46214","na","2","analizaron"
"46215","al","3","analizaron"
"46216","li","4","analizaron"
"46217","iz","5","analizaron"
"46218","za","6","analizaron"
"46219","ar","7","analizaron"
"46220","ro","8","analizaron"
"46221","on","9","analizaron"
"46222","an","1","analizarse"
"46223","na","2","analizarse"
"46224","al","3","analizarse"
"46225","li","4","analizarse"
"46226","iz","5","analizarse"
"46227","za","6","analizarse"
"46228","ar","7","analizarse"
"46229","rs","8","analizarse"
"46230","se","9","analizarse"
"46231","an","1","analizarte"
"46232","na","2","analizarte"
"46233","al","3","analizarte"
"46234","li","4","analizarte"
"46235","iz","5","analizarte"
"46236","za","6","analizarte"
"46237","ar","7","analizarte"
"46238","rt","8","analizarte"
"46239","te","9","analizarte"
"46240","an","1","analizas"
"46241","na","2","analizas"
"46242","al","3","analizas"
"46243","li","4","analizas"
"46244","iz","5","analizas"
"46245","za","6","analizas"
