Word,Freq. count,Freq. per million,Log freq.
casquivana,4,0.096153846,0.698970004
cassette,48,1.153846154,1.69019608
cassettes,12,0.288461538,1.113943352
casta,41,0.985576923,1.62324929
castaña,23,0.552884615,1.380211242
castañas,61,1.466346154,1.792391689
castaño,158,3.798076923,2.201397124
castaños,22,0.528846154,1.361727836
castañuela,3,0.072115385,0.602059991
castañuelas,4,0.096153846,0.698970004
castas,12,0.288461538,1.113943352
castellana,5,0.120192308,0.77815125
castellano,47,1.129807692,1.681241237
castidad,83,1.995192308,1.924279286
castiga,95,2.283653846,1.982271233
castigaba,14,0.336538462,1.176091259
castigada,206,4.951923077,2.315970345
castigadas,12,0.288461538,1.113943352
castigado,298,7.163461538,2.475671188
castigadora,2,0.048076923,0.477121255
castigados,123,2.956730769,2.093421685
castígalo,2,0.048076923,0.477121255
castígalos,2,0.048076923,0.477121255
castígame,16,0.384615385,1.230448921
castigamos,13,0.3125,1.146128036
castigan,57,1.370192308,1.763427994
castigando,99,2.379807692,2
castigándome,14,0.336538462,1.176091259
castigándose,2,0.048076923,0.477121255
castigándote,4,0.096153846,0.698970004
castigar,187,4.495192308,2.274157849
castigará,50,1.201923077,1.707570176
castigaran,8,0.192307692,0.954242509
castigarán,26,0.625,1.431363764
castigarás,6,0.144230769,0.84509804
castigaré,22,0.528846154,1.361727836
castigaremos,4,0.096153846,0.698970004
castigaría,15,0.360576923,1.204119983
castigarían,5,0.120192308,0.77815125
castigarías,2,0.048076923,0.477121255
castigarla,26,0.625,1.431363764
castigarle,4,0.096153846,0.698970004
castigarlo,44,1.057692308,1.653212514
castigarlos,24,0.576923077,1.397940009
castigarme,98,2.355769231,1.995635195
castigarnos,13,0.3125,1.146128036
castigaron,33,0.793269231,1.531478917
castigarse,9,0.216346154,1
castigarte,76,1.826923077,1.886490725
castigas,35,0.841346154,1.556302501
castigaste,5,0.120192308,0.77815125
castigo,990,23.79807692,2.996073654
castigó,34,0.817307692,1.544068044
castigos,61,1.466346154,1.792391689
castigue,46,1.105769231,1.672097858
castigué,8,0.192307692,0.954242509
castígueme,4,0.096153846,0.698970004
castiguemos,2,0.048076923,0.477121255
castiguen,32,0.769230769,1.51851394
castigues,41,0.985576923,1.62324929
castillo,886,21.29807692,2.94792362
castillos,61,1.466346154,1.792391689
casting,100,2.403846154,2.004321374
castings,4,0.096153846,0.698970004
casto,10,0.240384615,1.041392685
castor,133,3.197115385,2.127104798
castores,35,0.841346154,1.556302501
castos,3,0.072115385,0.602059991
castración,25,0.600961538,1.414973348
castrada,4,0.096153846,0.698970004
castrado,69,1.658653846,1.84509804
castrador,3,0.072115385,0.602059991
castradora,10,0.240384615,1.041392685
castrados,8,0.192307692,0.954242509
castran,4,0.096153846,0.698970004
castrando,3,0.072115385,0.602059991
castrar,14,0.336538462,1.176091259
castrará,2,0.048076923,0.477121255
castraré,9,0.216346154,1
castraremos,2,0.048076923,0.477121255
castraría,2,0.048076923,0.477121255
castrarlo,14,0.336538462,1.176091259
castrarme,3,0.072115385,0.602059991
castraron,2,0.048076923,0.477121255
castras,10,0.240384615,1.041392685
castren,3,0.072115385,0.602059991
castres,3,0.072115385,0.602059991
castro,182,4.375,2.26245109
casual,186,4.471153846,2.271841607
casuales,16,0.384615385,1.230448921
casualidad,1034,24.85576923,3.01494035
casualidades,19,0.456730769,1.301029996
casualmente,163,3.918269231,2.214843848
casucha,13,0.3125,1.146128036
cata,25,0.600961538,1.414973348
cataclismo,13,0.3125,1.146128036
cataclismos,3,0.072115385,0.602059991
catacumbas,39,0.9375,1.602059991
catador,5,0.120192308,0.77815125
catadores,4,0.096153846,0.698970004
catalán,3,0.072115385,0.602059991
catalana,7,0.168269231,0.903089987
catalano,12,0.288461538,1.113943352
catalepsia,3,0.072115385,0.602059991
cataléptico,2,0.048076923,0.477121255
catalépticos,2,0.048076923,0.477121255
catalina,373,8.966346154,2.572871602
catalítico,4,0.096153846,0.698970004
catalizador,89,2.139423077,1.954242509
catalizadores,11,0.264423077,1.079181246
catalizaron,2,0.048076923,0.477121255
catalogaba,2,0.048076923,0.477121255
catalogada,8,0.192307692,0.954242509
catalogadas,3,0.072115385,0.602059991
catalogado,19,0.456730769,1.301029996
catalogados,4,0.096153846,0.698970004
catalogamos,2,0.048076923,0.477121255
catalogan,4,0.096153846,0.698970004
catalogando,13,0.3125,1.146128036
catalogar,18,0.432692308,1.278753601
catalogará,2,0.048076923,0.477121255
catalogaré,3,0.072115385,0.602059991
catalogarlo,5,0.120192308,0.77815125
catalogaron,4,0.096153846,0.698970004
catalogaste,2,0.048076923,0.477121255
catálogo,220,5.288461538,2.344392274
catálogos,60,1.442307692,1.785329835
catalogue,6,0.144230769,0.84509804
catalogué,4,0.096153846,0.698970004
cataloguen,2,0.048076923,0.477121255
cataluña,2,0.048076923,0.477121255
catamarán,2,0.048076923,0.477121255
catan,2,0.048076923,0.477121255
cataplasmas,11,0.264423077,1.079181246
cataplexia,4,0.096153846,0.698970004
catapulta,40,0.961538462,1.612783857
catapultándose,3,0.072115385,0.602059991
catapultas,32,0.769230769,1.51851394
catapultó,2,0.048076923,0.477121255
catarata,19,0.456730769,1.301029996
cataratas,136,3.269230769,2.136720567
cátaros,17,0.408653846,1.255272505
catarro,32,0.769230769,1.51851394
catarsis,12,0.288461538,1.113943352
catas,3,0.072115385,0.602059991
catastro,3,0.072115385,0.602059991
catástrofe,165,3.966346154,2.220108088
catástrofes,15,0.360576923,1.204119983
catastrófica,20,0.480769231,1.322219295
catastróficamente,3,0.072115385,0.602059991
catastróficas,14,0.336538462,1.176091259
catastrófico,55,1.322115385,1.748188027
catastróficos,21,0.504807692,1.342422681
catatónica,6,0.144230769,0.84509804
catatónico,21,0.504807692,1.342422681
cate,11,0.264423077,1.079181246
catear,12,0.288461538,1.113943352
catecismo,33,0.793269231,1.531478917
cátedra,45,1.081730769,1.662757832
catedral,122,2.932692308,2.089905111
catedrales,14,0.336538462,1.176091259
catedrática,4,0.096153846,0.698970004
catedrático,14,0.336538462,1.176091259
catedráticos,2,0.048076923,0.477121255
categoría,387,9.302884615,2.588831726
categorías,68,1.634615385,1.838849091
categórica,8,0.192307692,0.954242509
categóricamente,30,0.721153846,1.491361694
categórico,12,0.288461538,1.113943352
categóricos,2,0.048076923,0.477121255
categorizar,11,0.264423077,1.079181246
cateo,71,1.706730769,1.857332496
catequesis,4,0.096153846,0.698970004
catequismo,3,0.072115385,0.602059991
catering,97,2.331730769,1.991226076
cates,24,0.576923077,1.397940009
catéter,94,2.259615385,1.977723605
catéteres,3,0.072115385,0.602059991
cateterismo,5,0.120192308,0.77815125
cateto,5,0.120192308,0.77815125
catetos,2,0.048076923,0.477121255
cátodos,2,0.048076923,0.477121255
católica,302,7.259615385,2.481442629
católicas,38,0.913461538,1.591064607
catolicismo,31,0.745192308,1.505149978
católico,249,5.985576923,2.397940009
católicos,160,3.846153846,2.206825876
catón,10,0.240384615,1.041392685
catorce,302,7.259615385,2.481442629
catre,44,1.057692308,1.653212514
catres,13,0.3125,1.146128036
caucásica,31,0.745192308,1.505149978
caucásico,55,1.322115385,1.748188027
caucásicos,12,0.288461538,1.113943352
cáucaso,14,0.336538462,1.176091259
cauce,18,0.432692308,1.278753601
caucho,45,1.081730769,1.662757832
caudal,28,0.673076923,1.462397998
caudales,19,0.456730769,1.301029996
caudillo,19,0.456730769,1.301029996
caudillos,7,0.168269231,0.903089987
causa,3138,75.43269231,3.496791316
causaba,51,1.225961538,1.716003344
causaban,7,0.168269231,0.903089987
causada,125,3.004807692,2.100370545
causadas,50,1.201923077,1.707570176
causado,575,13.82211538,2.760422483
causados,52,1.25,1.72427587
causal,8,0.192307692,0.954242509
causalidad,16,0.384615385,1.230448921
causamos,38,0.913461538,1.591064607
causan,161,3.870192308,2.209515015
causando,305,7.331730769,2.485721426
causándoles,2,0.048076923,0.477121255
causándote,4,0.096153846,0.698970004
causante,42,1.009615385,1.633468456
causar,790,18.99038462,2.898176483
causara,31,0.745192308,1.505149978
causará,103,2.475961538,2.017033339
causaran,4,0.096153846,0.698970004
causarán,12,0.288461538,1.113943352
causarás,17,0.408653846,1.255272505
causaré,8,0.192307692,0.954242509
causaremos,21,0.504807692,1.342422681
causaría,89,2.139423077,1.954242509
causarían,13,0.3125,1.146128036
causarlas,4,0.096153846,0.698970004
causarle,83,1.995192308,1.924279286
causarles,23,0.552884615,1.380211242
causarlo,13,0.3125,1.146128036
causarlos,2,0.048076923,0.477121255
causarme,26,0.625,1.431363764
causarnos,11,0.264423077,1.079181246
causaron,88,2.115384615,1.949390007
causarse,3,0.072115385,0.602059991
causarte,44,1.057692308,1.653212514
causas,277,6.658653846,2.444044796
causaste,76,1.826923077,1.886490725
cause,105,2.524038462,2.025305865
causé,89,2.139423077,1.954242509
causemos,3,0.072115385,0.602059991
causen,23,0.552884615,1.380211242
causes,35,0.841346154,1.556302501
causo,43,1.033653846,1.643452676
causó,602,14.47115385,2.780317312
cáustica,4,0.096153846,0.698970004
cáustico,5,0.120192308,0.77815125
cauta,8,0.192307692,0.954242509
cautela,62,1.490384615,1.799340549
cautelosa,32,0.769230769,1.51851394
cautelosamente,8,0.192307692,0.954242509
cauteloso,42,1.009615385,1.633468456
cautelosos,29,0.697115385,1.477121255
cauteriza,5,0.120192308,0.77815125
cauterización,2,0.048076923,0.477121255
cauterízalo,3,0.072115385,0.602059991
cauterizando,2,0.048076923,0.477121255
cauterizar,9,0.216346154,1
cauterizaron,2,0.048076923,0.477121255
cauterizó,4,0.096153846,0.698970004
cautiva,46,1.105769231,1.672097858
cautivada,7,0.168269231,0.903089987
cautivado,29,0.697115385,1.477121255
cautivador,9,0.216346154,1
cautivadora,6,0.144230769,0.84509804
cautivadoras,2,0.048076923,0.477121255
cautivados,3,0.072115385,0.602059991
cautivando,5,0.120192308,0.77815125
cautivante,15,0.360576923,1.204119983
cautivar,11,0.264423077,1.079181246
cautivara,2,0.048076923,0.477121255
cautivará,2,0.048076923,0.477121255
cautivarla,2,0.048076923,0.477121255
cautivarlo,3,0.072115385,0.602059991
cautivas,5,0.120192308,0.77815125
cautivaste,2,0.048076923,0.477121255
cautive,2,0.048076923,0.477121255
cautiverio,65,1.5625,1.819543936
cautividad,10,0.240384615,1.041392685
cautivo,41,0.985576923,1.62324929
cautivó,30,0.721153846,1.491361694
cautivos,30,0.721153846,1.491361694
cauto,18,0.432692308,1.278753601
cautos,10,0.240384615,1.041392685
cava,85,2.043269231,1.934498451
cavaba,6,0.144230769,0.84509804
cavaban,8,0.192307692,0.954242509
cavad,2,0.048076923,0.477121255
cavada,8,0.192307692,0.954242509
cavado,33,0.793269231,1.531478917
cavadores,2,0.048076923,0.477121255
cavamos,29,0.697115385,1.477121255
cavan,23,0.552884615,1.380211242
cavando,159,3.822115385,2.204119983
cavar,270,6.490384615,2.432969291
cavara,4,0.096153846,0.698970004
cavará,3,0.072115385,0.602059991
cavarás,3,0.072115385,0.602059991
cavaré,14,0.336538462,1.176091259
cavaremos,13,0.3125,1.146128036
cavarlas,2,0.048076923,0.477121255
cavaron,15,0.360576923,1.204119983
cavas,13,0.3125,1.146128036
cavaste,17,0.408653846,1.255272505
cave,18,0.432692308,1.278753601
cavé,23,0.552884615,1.380211242
cavemos,6,0.144230769,0.84509804
caven,30,0.721153846,1.491361694
caverna,87,2.091346154,1.944482672
cavernas,43,1.033653846,1.643452676
cavernícola,86,2.067307692,1.939519253
cavernícolas,31,0.745192308,1.505149978
cavernosa,2,0.048076923,0.477121255
cavernoso,7,0.168269231,0.903089987
cavernosos,2,0.048076923,0.477121255
caves,7,0.168269231,0.903089987
caviar,153,3.677884615,2.187520721
cavidad,113,2.716346154,2.056904851
cavidades,40,0.961538462,1.612783857
cavilar,8,0.192307692,0.954242509
cavo,5,0.120192308,0.77815125
cavó,19,0.456730769,1.301029996
cayado,19,0.456730769,1.301029996
cayena,24,0.576923077,1.397940009
cayendo,464,11.15384615,2.667452953
cayéndole,2,0.048076923,0.477121255
cayéndome,7,0.168269231,0.903089987
cayéndose,31,0.745192308,1.505149978
cayéndote,5,0.120192308,0.77815125
cayera,170,4.086538462,2.23299611
cayéramos,3,0.072115385,0.602059991
cayeran,26,0.625,1.431363764
cayeras,21,0.504807692,1.342422681
cayeron,392,9.423076923,2.59439255
cayo,89,2.139423077,1.954242509
cayó,2436,58.55769231,3.386855529
cayos,41,0.985576923,1.62324929
caz,19,0.456730769,1.301029996
caza,755,18.14903846,2.878521796
cazaba,22,0.528846154,1.361727836
cazaban,15,0.360576923,1.204119983
cazad,8,0.192307692,0.954242509
cazadas,2,0.048076923,0.477121255
cazado,73,1.754807692,1.86923172
cazador,482,11.58653846,2.683947131
cazadora,97,2.331730769,1.991226076
cazadoras,4,0.096153846,0.698970004
cazadores,297,7.139423077,2.474216264
cazados,21,0.504807692,1.342422681
cazadragones,3,0.072115385,0.602059991
cazafantasmas,31,0.745192308,1.505149978
cazafortunas,28,0.673076923,1.462397998
cazamos,43,1.033653846,1.643452676
cazan,90,2.163461538,1.959041392
cazando,229,5.504807692,2.361727836
cazándolo,4,0.096153846,0.698970004
cazándome,4,0.096153846,0.698970004
cazar,603,14.49519231,2.781036939
cazara,3,0.072115385,0.602059991
cazarán,19,0.456730769,1.301029996
cazarás,3,0.072115385,0.602059991
cazaré,26,0.625,1.431363764
cazaremos,19,0.456730769,1.301029996
cazaría,15,0.360576923,1.204119983
cazarla,8,0.192307692,0.954242509
cazarlas,4,0.096153846,0.698970004
cazarlo,27,0.649038462,1.447158031
cazarlos,23,0.552884615,1.380211242
cazarme,9,0.216346154,1
cazarnos,7,0.168269231,0.903089987
cazaron,10,0.240384615,1.041392685
cazarrecompensas,82,1.971153846,1.919078092
cazarte,20,0.480769231,1.322219295
cazas,119,2.860576923,2.079181246
cazaste,15,0.360576923,1.204119983
cazatalentos,43,1.033653846,1.643452676
cazavampiros,32,0.769230769,1.51851394
cazo,43,1.033653846,1.643452676
cazó,32,0.769230769,1.51851394
cazuela,27,0.649038462,1.447158031
cazuelas,3,0.072115385,0.602059991
cbs,76,1.826923077,1.886490725
cc,174,4.182692308,2.243038049
cd,504,12.11538462,2.703291378
cdrom,8,0.192307692,0.954242509
cds,119,2.860576923,2.079181246
cebada,24,0.576923077,1.397940009
cebadero,4,0.096153846,0.698970004
cebado,5,0.120192308,0.77815125
ceban,2,0.048076923,0.477121255
cebar,2,0.048076923,0.477121255
cebarse,2,0.048076923,0.477121255
cebo,117,2.8125,2.071882007
cebolla,257,6.177884615,2.411619706
cebollas,193,4.639423077,2.28780173
cebolleta,6,0.144230769,0.84509804
cebollín,6,0.144230769,0.84509804
cebollines,6,0.144230769,0.84509804
cebollitas,8,0.192307692,0.954242509
cebos,25,0.600961538,1.414973348
cebra,75,1.802884615,1.880813592
cebras,23,0.552884615,1.380211242
ceceo,6,0.144230769,0.84509804
cecilia,170,4.086538462,2.23299611
cecina,19,0.456730769,1.301029996
ceda,32,0.769230769,1.51851394
cedan,18,0.432692308,1.278753601
cedas,19,0.456730769,1.301029996
cede,51,1.225961538,1.716003344
cédele,2,0.048076923,0.477121255
cedemos,12,0.288461538,1.113943352
ceden,13,0.3125,1.146128036
ceder,190,4.567307692,2.281033367
cederá,34,0.817307692,1.544068044
cederán,5,0.120192308,0.77815125
cederás,5,0.120192308,0.77815125
cederé,33,0.793269231,1.531478917
cederemos,7,0.168269231,0.903089987
cederías,2,0.048076923,0.477121255
cederle,9,0.216346154,1
cederlo,5,0.120192308,0.77815125
cederme,5,0.120192308,0.77815125
cedernos,4,0.096153846,0.698970004
cederte,5,0.120192308,0.77815125
cedes,17,0.408653846,1.255272505
cedí,20,0.480769231,1.322219295
cedía,2,0.048076923,0.477121255
cedían,2,0.048076923,0.477121255
cedido,35,0.841346154,1.556302501
cediendo,33,0.793269231,1.531478917
cediera,3,0.072115385,0.602059991
cedieron,12,0.288461538,1.113943352
cedió,56,1.346153846,1.755874856
cediste,11,0.264423077,1.079181246
cedo,41,0.985576923,1.62324929
cedro,23,0.552884615,1.380211242
cedros,8,0.192307692,0.954242509
cédula,16,0.384615385,1.230448921
cédulas,6,0.144230769,0.84509804
cefalea,10,0.240384615,1.041392685
cefalorraquídeo,18,0.432692308,1.278753601
cegaban,6,0.144230769,0.84509804
cegada,12,0.288461538,1.113943352
cegadle,3,0.072115385,0.602059991
cegado,44,1.057692308,1.653212514
cegador,8,0.192307692,0.954242509
cegadora,18,0.432692308,1.278753601
cegados,5,0.120192308,0.77815125
cegando,4,0.096153846,0.698970004
cegar,11,0.264423077,1.079181246
cegara,3,0.072115385,0.602059991
cegará,6,0.144230769,0.84509804
cegarlas,2,0.048076923,0.477121255
cegarlos,3,0.072115385,0.602059991
cegarme,3,0.072115385,0.602059991
cegarnos,2,0.048076923,0.477121255
cegaron,6,0.144230769,0.84509804
cegaste,4,0.096153846,0.698970004
cegato,2,0.048076923,0.477121255
cegó,21,0.504807692,1.342422681
cegué,2,0.048076923,0.477121255
ceguera,99,2.379807692,2
ceja,64,1.538461538,1.812913357
cejas,235,5.649038462,2.372912003
cejo,4,0.096153846,0.698970004
celador,49,1.177884615,1.698970004
celadora,8,0.192307692,0.954242509
celadoras,5,0.120192308,0.77815125
celadores,8,0.192307692,0.954242509
celar,4,0.096153846,0.698970004
celda,1242,29.85576923,3.094471129
celdas,234,5.625,2.371067862
celebra,116,2.788461538,2.068185862
celebraba,24,0.576923077,1.397940009
celebrábamos,9,0.216346154,1
celebraban,17,0.408653846,1.255272505
celebración,342,8.221153846,2.53529412
celebraciones,24,0.576923077,1.397940009
celebrada,9,0.216346154,1
celebradas,4,0.096153846,0.698970004
celebradlo,2,0.048076923,0.477121255
celebrado,25,0.600961538,1.414973348
celebrados,5,0.120192308,0.77815125
celébralo,3,0.072115385,0.602059991
celebramos,161,3.870192308,2.209515015
celebran,60,1.442307692,1.785329835
celebrando,280,6.730769231,2.44870632
celebrándolo,4,0.096153846,0.698970004
celebrantes,2,0.048076923,0.477121255
celebrar,1079,25.9375,3.033423755
celebrara,3,0.072115385,0.602059991
celebrará,32,0.769230769,1.51851394
celebraras,2,0.048076923,0.477121255
celebraré,15,0.360576923,1.204119983
celebraremos,93,2.235576923,1.973127854
celebraría,7,0.168269231,0.903089987
celebraríamos,5,0.120192308,0.77815125
celebrarían,3,0.072115385,0.602059991
celebrarla,7,0.168269231,0.903089987
celebrarle,3,0.072115385,0.602059991
celebrarlo,126,3.028846154,2.103803721
celebrarlos,2,0.048076923,0.477121255
celebraron,18,0.432692308,1.278753601
celebrarse,8,0.192307692,0.954242509
celebrarte,2,0.048076923,0.477121255
celebras,20,0.480769231,1.322219295
celebrásemos,3,0.072115385,0.602059991
celebraste,7,0.168269231,0.903089987
celebre,16,0.384615385,1.230448921
celebré,11,0.264423077,1.079181246
célebre,86,2.067307692,1.939519253
celebremos,79,1.899038462,1.903089987
celebrémoslo,9,0.216346154,1
celebren,26,0.625,1.431363764
celebres,8,0.192307692,0.954242509
célebres,22,0.528846154,1.361727836
celebridad,208,5,2.320146286
celebridades,167,4.014423077,2.225309282
celebro,50,1.201923077,1.707570176
celebró,21,0.504807692,1.342422681
celeridad,8,0.192307692,0.954242509
celeste,289,6.947115385,2.462397998
celestes,13,0.3125,1.146128036
celestial,151,3.629807692,2.181843588
celestiales,33,0.793269231,1.531478917
celestina,8,0.192307692,0.954242509
celia,281,6.754807692,2.450249108
celibato,40,0.961538462,1.612783857
célibe,37,0.889423077,1.579783597
celo,89,2.139423077,1.954242509
celofán,25,0.600961538,1.414973348
celos,460,11.05769231,2.663700925
celosa,619,14.87980769,2.792391689
celosamente,12,0.288461538,1.113943352
celosas,40,0.961538462,1.612783857
celoso,851,20.45673077,2.930439595
celosos,70,1.682692308,1.851258349
celsius,16,0.384615385,1.230448921
celta,45,1.081730769,1.662757832
celtas,52,1.25,1.72427587
célula,358,8.605769231,2.555094449
celular,2442,58.70192308,3.387923467
celulares,369,8.870192308,2.568201724
células,778,18.70192308,2.891537458
celulitis,28,0.673076923,1.462397998
celuloide,18,0.432692308,1.278753601
celulosa,9,0.216346154,1
cementar,3,0.072115385,0.602059991
cementerio,764,18.36538462,2.883661435
cementerios,40,0.961538462,1.612783857
cemento,206,4.951923077,2.315970345
cena,5040,121.1538462,3.702516697
cenaba,10,0.240384615,1.041392685
cenábamos,16,0.384615385,1.230448921
cenado,65,1.5625,1.819543936
cenagal,4,0.096153846,0.698970004
cenamos,201,4.831730769,2.305351369
cenan,12,0.288461538,1.113943352
cenando,154,3.701923077,2.190331698
cenar,3721,89.44711538,3.570776369
cenara,10,0.240384615,1.041392685
cenará,18,0.432692308,1.278753601
cenáramos,13,0.3125,1.146128036
cenaran,2,0.048076923,0.477121255
cenarán,14,0.336538462,1.176091259
cenaras,2,0.048076923,0.477121255
cenarás,34,0.817307692,1.544068044
cenaré,59,1.418269231,1.77815125
cenaremos,122,2.932692308,2.089905111
cenaría,13,0.3125,1.146128036
cenaríamos,10,0.240384615,1.041392685
cenarías,8,0.192307692,0.954242509
cenaron,24,0.576923077,1.397940009
cenas,236,5.673076923,2.374748346
cenaste,30,0.721153846,1.491361694
cene,19,0.456730769,1.301029996
cené,50,1.201923077,1.707570176
cenemos,40,0.961538462,1.612783857
cenen,11,0.264423077,1.079181246
cenes,12,0.288461538,1.113943352
cenicero,115,2.764423077,2.064457989
ceniceros,18,0.432692308,1.278753601
cenicienta,161,3.870192308,2.209515015
ceniza,74,1.778846154,1.875061263
cenizas,510,12.25961538,2.7084209
ceno,22,0.528846154,1.361727836
cenó,20,0.480769231,1.322219295
censo,59,1.418269231,1.77815125
censor,21,0.504807692,1.342422681
censores,10,0.240384615,1.041392685
censos,16,0.384615385,1.230448921
censura,84,2.019230769,1.929418926
censuraban,4,0.096153846,0.698970004
censurable,12,0.288461538,1.113943352
censurada,8,0.192307692,0.954242509
censurado,16,0.384615385,1.230448921
censurador,2,0.048076923,0.477121255
censuradores,2,0.048076923,0.477121255
censurados,2,0.048076923,0.477121255
censuran,3,0.072115385,0.602059991
censurar,21,0.504807692,1.342422681
censurarme,2,0.048076923,0.477121255
censuras,3,0.072115385,0.602059991
censuré,2,0.048076923,0.477121255
censuro,3,0.072115385,0.602059991
censuró,5,0.120192308,0.77815125
centauro,41,0.985576923,1.62324929
centauros,41,0.985576923,1.62324929
centavo,714,17.16346154,2.854306042
centavos,936,22.5,2.971739591
centellante,3,0.072115385,0.602059991
centellas,12,0.288461538,1.113943352
centellea,3,0.072115385,0.602059991
centelleante,6,0.144230769,0.84509804
centelleantes,3,0.072115385,0.602059991
centelleo,2,0.048076923,0.477121255
centena,4,0.096153846,0.698970004
centenar,25,0.600961538,1.414973348
centenares,39,0.9375,1.602059991
centenaria,4,0.096153846,0.698970004
centenario,11,0.264423077,1.079181246
centenarios,3,0.072115385,0.602059991
centenas,11,0.264423077,1.079181246
centeno,65,1.5625,1.819543936
centésima,18,0.432692308,1.278753601
centésimas,9,0.216346154,1
centésimo,4,0.096153846,0.698970004
centígrado,4,0.096153846,0.698970004
centígrados,35,0.841346154,1.556302501
centigramos,4,0.096153846,0.698970004
centímentros,2,0.048076923,0.477121255
centímetro,161,3.870192308,2.209515015
centímetros,453,10.88942308,2.657055853
céntimo,37,0.889423077,1.579783597
céntimos,38,0.913461538,1.591064607
centinela,57,1.370192308,1.763427994
centinelas,27,0.649038462,1.447158031
centollas,3,0.072115385,0.602059991
centra,38,0.913461538,1.591064607
centraba,9,0.216346154,1
centraban,2,0.048076923,0.477121255
centrada,30,0.721153846,1.491361694
centradas,11,0.264423077,1.079181246
centrado,54,1.298076923,1.740362689
centrados,15,0.360576923,1.204119983
central,1748,42.01923077,3.242789809
centrales,77,1.850961538,1.892094603
centralita,14,0.336538462,1.176091259
centralizada,6,0.144230769,0.84509804
centramos,7,0.168269231,0.903089987
centran,12,0.288461538,1.113943352
centrando,12,0.288461538,1.113943352
centrándonos,3,0.072115385,0.602059991
centrándose,2,0.048076923,0.477121255
centrar,16,0.384615385,1.230448921
centrara,3,0.072115385,0.602059991
centrará,3,0.072115385,0.602059991
centrarán,5,0.120192308,0.77815125
centraré,4,0.096153846,0.698970004
centraremos,6,0.144230769,0.84509804
centrarme,17,0.408653846,1.255272505
centrarnos,34,0.817307692,1.544068044
centraron,6,0.144230769,0.84509804
centrarse,29,0.697115385,1.477121255
centrarte,14,0.336538462,1.176091259
centras,6,0.144230769,0.84509804
céntrate,29,0.697115385,1.477121255
centre,11,0.264423077,1.079181246
centré,2,0.048076923,0.477121255
centrémonos,19,0.456730769,1.301029996
centremos,4,0.096153846,0.698970004
centren,3,0.072115385,0.602059991
céntrenlo,2,0.048076923,0.477121255
céntrense,3,0.072115385,0.602059991
céntrese,5,0.120192308,0.77815125
céntrica,3,0.072115385,0.602059991
centrifuga,4,0.096153846,0.698970004
centrífuga,12,0.288461538,1.113943352
centrifugador,6,0.144230769,0.84509804
centrifugadora,15,0.360576923,1.204119983
centrífugo,3,0.072115385,0.602059991
centrífugos,2,0.048076923,0.477121255
centrípeta,3,0.072115385,0.602059991
centro,5415,130.1682692,3.733678656
centró,9,0.216346154,1
centroamérica,15,0.360576923,1.204119983
centrocampista,2,0.048076923,0.477121255
centrodelantero,11,0.264423077,1.079181246
centroide,10,0.240384615,1.041392685
centros,260,6.25,2.416640507
centuria,2,0.048076923,0.477121255
centurias,5,0.120192308,0.77815125
centurión,28,0.673076923,1.462397998
centuriones,9,0.216346154,1
ceñida,9,0.216346154,1
ceñido,7,0.168269231,0.903089987
ceñidos,6,0.144230769,0.84509804
ceñir,2,0.048076923,0.477121255
ceñiremos,2,0.048076923,0.477121255
ceño,57,1.370192308,1.763427994
ceñudo,4,0.096153846,0.698970004
cepa,79,1.899038462,1.903089987
cepas,11,0.264423077,1.079181246
cepilla,12,0.288461538,1.113943352
cepillabas,3,0.072115385,0.602059991
cepillada,2,0.048076923,0.477121255
cepilladas,8,0.192307692,0.954242509
cepillado,14,0.336538462,1.176091259
cepillados,2,0.048076923,0.477121255
cepíllalo,2,0.048076923,0.477121255
cepillamos,3,0.072115385,0.602059991
cepillan,5,0.120192308,0.77815125
cepillando,21,0.504807692,1.342422681
cepillándose,2,0.048076923,0.477121255
cepillándote,3,0.072115385,0.602059991
cepillar,19,0.456730769,1.301029996
cepillaré,8,0.192307692,0.954242509
cepillarle,2,0.048076923,0.477121255
cepillarlo,4,0.096153846,0.698970004
cepillarme,33,0.793269231,1.531478917
cepillarse,23,0.552884615,1.380211242
cepillarte,34,0.817307692,1.544068044
cepillas,9,0.216346154,1
cepillaste,15,0.360576923,1.204119983
cepíllate,10,0.240384615,1.041392685
cepille,2,0.048076923,0.477121255
cepillé,13,0.3125,1.146128036
cepíllenle,3,0.072115385,0.602059991
cepilles,4,0.096153846,0.698970004
cepillo,394,9.471153846,2.596597096
cepilló,7,0.168269231,0.903089987
cepillos,54,1.298076923,1.740362689
cepo,16,0.384615385,1.230448921
cepos,4,0.096153846,0.698970004
cera,271,6.514423077,2.434568904
cerámica,101,2.427884615,2.008600172
cerámicos,3,0.072115385,0.602059991
ceras,3,0.072115385,0.602059991
cerbatana,5,0.120192308,0.77815125
cerbero,6,0.144230769,0.84509804
cerca,10664,256.3461538,4.02796086
cercada,6,0.144230769,0.84509804
cercado,18,0.432692308,1.278753601
cercados,6,0.144230769,0.84509804
cercamos,3,0.072115385,0.602059991
cercan,4,0.096153846,0.698970004
cercana,378,9.086538462,2.57863921
cercanamente,4,0.096153846,0.698970004
cercanas,112,2.692307692,2.053078443
cercando,9,0.216346154,1
cercanía,38,0.913461538,1.591064607
cercanías,41,0.985576923,1.62324929
cercano,785,18.87019231,2.895422546
cercanos,269,6.466346154,2.431363764
cercar,11,0.264423077,1.079181246
